stock, date, compound score
AAPL,2014-03-20,0.27613333333333334
AAPL,2014-03-21,0.05537857142857142
AAPL,2014-03-22,0.007759999999999984
AAPL,2014-03-23,0.04933333333333333
AAPL,2014-03-24,-0.02157333333333333
AAPL,2014-03-25,-0.043428
AAPL,2014-03-26,0.19341818181818188
AAPL,2014-03-27,0.0181
AAPL,2014-03-28,-0.04653749999999999
AAPL,2014-03-29,0.06961111111111111
AAPL,2014-03-30,0.05583333333333334
AAPL,2014-03-31,-0.005566666666666654
AAPL,2014-04-01,0.0017239999999999966
AAPL,2014-04-02,0.015885714285714284
AAPL,2014-04-03,-0.129416
AAPL,2014-04-04,0.09088235294117647
AAPL,2014-04-05,0.13822
AAPL,2014-04-06,-0.020743750000000005
AAPL,2014-04-07,-0.002211764705882351
AAPL,2014-04-08,0.10135483870967743
AAPL,2014-04-09,-0.028036111111111112
AAPL,2014-04-10,0.04643333333333331
AAPL,2014-04-11,0.020725641025641024
AAPL,2014-04-12,0.10303076923076925
AAPL,2014-04-13,0.2063933333333333
AAPL,2014-04-14,-0.04034999999999998
AAPL,2014-04-15,0.15708571428571427
AAPL,2014-04-16,0.013915789473684203
AAPL,2014-04-17,0.06643333333333333
AAPL,2014-04-18,0.13393478260869565
AAPL,2014-04-19,0.06578333333333333
AAPL,2014-04-20,0.20939333333333332
AAPL,2014-04-21,0.12867307692307692
AAPL,2014-04-22,-0.005356521739130432
AAPL,2014-04-23,0.1437133333333333
AAPL,2014-04-24,0.14251249999999996
AAPL,2014-04-25,0.17845555555555545
AAPL,2014-04-26,0.20300232558139533
AAPL,2014-04-27,0.021441176470588234
AAPL,2014-04-28,0.04902608695652173
AAPL,2014-04-29,0.061267741935483865
AAPL,2014-04-30,0.12107435897435895
AAPL,2014-05-01,0.09285217391304347
AAPL,2014-05-02,0.10194374999999999
AAPL,2014-05-03,0.03321600000000001
AAPL,2014-05-04,0.0715875
AAPL,2014-05-05,0.14834074074074072
AAPL,2014-05-06,0.12842857142857142
AAPL,2014-05-07,0.048783783783783785
AAPL,2014-05-08,0.16222727272727275
AAPL,2014-05-09,0.08261666666666666
AAPL,2014-05-10,0.10772857142857144
AAPL,2014-05-11,-0.030899999999999993
AAPL,2014-05-12,-0.03748750000000001
AAPL,2014-05-13,-0.08042857142857143
AAPL,2014-05-14,0.06414375
AAPL,2014-05-15,-0.10810000000000002
AAPL,2014-05-16,0.04672
AAPL,2014-05-17,0.10274545454545456
AAPL,2014-05-18,0.14062
AAPL,2014-05-19,0.10160416666666668
AAPL,2014-05-20,0.11849999999999998
AAPL,2014-05-21,0.07134
AAPL,2014-05-22,0.09813599999999999
AAPL,2014-05-23,0.1348869565217391
AAPL,2014-05-24,0.22020000000000003
AAPL,2014-05-25,0.08463333333333334
AAPL,2014-05-26,0.19569
AAPL,2014-05-27,0.041443076923076916
AAPL,2014-05-28,0.04603076923076923
AAPL,2014-05-29,0.13427868852459018
AAPL,2014-05-30,0.100465
AAPL,2014-05-31,0.14052592592592592
AAPL,2014-06-01,0.06300714285714286
AAPL,2014-06-02,0.07783692307692308
AAPL,2014-06-03,0.05836315789473683
AAPL,2014-06-04,0.09059687500000001
AAPL,2014-06-05,0.2561162162162162
AAPL,2014-06-06,0.21455999999999997
AAPL,2014-06-07,0.16497599999999998
AAPL,2014-06-08,0.07990000000000001
AAPL,2014-06-09,0.11963913043478261
AAPL,2014-06-10,0.030786842105263158
AAPL,2014-06-11,0.4258078124999999
AAPL,2014-06-12,0.22857916666666667
AAPL,2014-06-13,0.14954333333333336
AAPL,2014-06-14,0.09273846153846152
AAPL,2014-06-15,0.15975
AAPL,2014-06-16,0.3455766666666666
AAPL,2014-06-18,0.4542
AAPL,2014-06-19,0.2243513513513514
AAPL,2014-06-20,0.2833250000000001
AAPL,2014-06-21,0.013199999999999998
AAPL,2014-06-22,-0.130125
AAPL,2014-06-23,0.018874725274725272
AAPL,2014-06-24,0.2851225
AAPL,2014-06-25,0.11205294117647058
AAPL,2014-06-26,0.14251176470588234
AAPL,2014-06-27,0.15008333333333332
AAPL,2014-06-28,0.03062857142857143
AAPL,2014-06-29,0.0633076923076923
AAPL,2014-06-30,0.31437954545454544
AAPL,2014-07-01,0.24453333333333335
AAPL,2014-07-02,0.18115384615384617
AAPL,2014-07-03,0.24642972972972974
AAPL,2014-07-04,0.26127619047619055
AAPL,2014-07-05,0.061714285714285715
AAPL,2014-07-06,0.2851388888888889
AAPL,2014-07-07,0.10697391304347828
AAPL,2014-07-08,0.19548260869565215
AAPL,2014-07-09,0.026944444444444444
AAPL,2014-07-10,0.03699655172413793
AAPL,2014-07-11,0.12131481481481482
AAPL,2014-07-12,0.09563750000000001
AAPL,2014-07-13,0.1848
AAPL,2014-07-14,0.13128275862068967
AAPL,2014-07-15,0.0728483870967742
AAPL,2014-07-16,0.1168341463414634
AAPL,2014-07-17,0.1131
AAPL,2014-07-18,0.09982777777777778
AAPL,2014-07-19,0.10730833333333334
AAPL,2014-07-20,0.1452
AAPL,2014-07-21,0.1873825
AAPL,2014-07-22,0.12477794117647063
AAPL,2014-07-23,0.13868732394366193
AAPL,2014-07-24,0.08937500000000002
AAPL,2014-07-25,0.1357974358974359
AAPL,2014-07-26,0.27094444444444443
AAPL,2014-07-27,0.08483333333333334
AAPL,2014-07-28,0.12388947368421052
AAPL,2014-07-29,0.14099375
AAPL,2014-07-30,0.010348275862068965
AAPL,2014-07-31,0.05936060606060605
AAPL,2014-08-01,0.04647894736842105
AAPL,2014-08-02,0.10303333333333334
AAPL,2014-08-03,0.108825
AAPL,2014-08-04,0.008992857142857144
AAPL,2014-08-07,-0.11613333333333332
AAPL,2014-08-08,0.15892727272727272
AAPL,2014-08-09,-0.233575
AAPL,2014-08-10,0.0
AAPL,2014-08-11,0.15138333333333334
AAPL,2014-08-12,0.09936363636363636
AAPL,2014-08-13,0.12303529411764706
AAPL,2014-08-14,0.06165454545454545
AAPL,2014-08-15,0.022640909090909087
AAPL,2014-08-16,0.082725
AAPL,2014-08-17,0.2156
AAPL,2014-08-18,0.14510000000000003
AAPL,2014-08-19,0.05383555555555557
AAPL,2014-08-20,-0.06240416666666667
AAPL,2014-08-21,0.09084
AAPL,2014-08-22,0.09812727272727274
AAPL,2014-08-23,0.5434705882352939
AAPL,2014-08-24,0.03324444444444444
AAPL,2014-08-25,0.05574
AAPL,2014-08-26,-0.03041
AAPL,2014-08-27,0.0751695652173913
AAPL,2014-08-28,0.10450833333333336
AAPL,2014-08-29,0.0680047619047619
AAPL,2014-08-30,-0.09738
AAPL,2014-08-31,0.19721875000000003
AAPL,2014-09-01,0.09476153846153847
AAPL,2014-09-02,0.05782962962962963
AAPL,2014-09-03,0.0016921568627451065
AAPL,2014-09-04,0.03956666666666666
AAPL,2014-09-05,-0.020147368421052636
AAPL,2014-09-06,0.22577777777777777
AAPL,2014-09-07,0.25301666666666667
AAPL,2014-09-08,-0.030899999999999997
AAPL,2014-09-09,0.11429388888888892
AAPL,2014-09-10,0.19403223140495873
AAPL,2014-09-11,0.09920540540540539
AAPL,2014-09-12,0.04647073170731708
AAPL,2014-09-13,0.06687142857142858
AAPL,2014-09-14,0.12380000000000001
AAPL,2014-09-15,0.053796
AAPL,2014-09-16,0.14461612903225807
AAPL,2014-09-17,0.269930303030303
AAPL,2014-09-18,0.03500434782608696
AAPL,2014-09-19,0.11372380952380949
AAPL,2014-09-20,0.1570818181818182
AAPL,2014-09-21,0.15158
AAPL,2014-09-22,0.0638409090909091
AAPL,2014-09-23,-0.03415
AAPL,2014-09-29,-0.03962857142857144
AAPL,2014-09-30,0.04786923076923075
AAPL,2014-10-01,0.1876125
AAPL,2014-10-02,0.0051624999999999935
AAPL,2014-10-03,0.10615000000000001
AAPL,2014-10-04,0.05741428571428571
AAPL,2014-10-05,-0.14554999999999998
AAPL,2014-10-06,0.068175
AAPL,2014-10-07,0.10139999999999999
AAPL,2014-10-08,0.0021555555555555464
AAPL,2014-10-09,0.08038
AAPL,2014-10-10,0.12156666666666664
AAPL,2014-10-11,0.418425
AAPL,2014-10-12,0.105475
AAPL,2014-10-13,0.11305238095238095
AAPL,2014-10-14,0.05583125000000001
AAPL,2014-10-15,-0.05550000000000001
AAPL,2014-10-16,0.04528275862068966
AAPL,2014-10-17,0.1651666666666667
AAPL,2014-10-18,0.13438666666666663
AAPL,2014-10-19,0.1557894736842105
AAPL,2014-10-20,0.07094827586206898
AAPL,2014-10-21,0.055444943820224725
AAPL,2014-10-22,0.07308076923076923
AAPL,2014-10-23,0.008625
AAPL,2014-10-24,-0.11019999999999999
AAPL,2014-10-25,0.022488888888888885
AAPL,2014-10-26,0.5968828571428572
AAPL,2014-10-27,-0.03663124999999999
AAPL,2014-10-28,0.059126984126984125
AAPL,2014-10-29,-0.36221891891891905
AAPL,2014-10-30,-0.11108214285714287
AAPL,2014-10-31,0.17831249999999996
AAPL,2014-11-01,0.24248750000000002
AAPL,2014-11-02,0.26405
AAPL,2014-11-03,0.060700000000000004
AAPL,2014-11-04,-0.01603333333333332
AAPL,2014-11-05,-0.009350000000000004
AAPL,2014-11-06,0.20954
AAPL,2014-11-07,-0.10037499999999998
AAPL,2014-11-08,0.0
AAPL,2014-11-09,-0.010233333333333336
AAPL,2014-11-14,-0.1366
AAPL,2014-11-24,0.1454142857142857
AAPL,2014-11-25,0.05406521739130436
AAPL,2014-11-26,0.13043888888888888
AAPL,2014-11-27,-0.1088
AAPL,2014-11-28,-0.023992857142857132
AAPL,2014-11-29,0.2546
AAPL,2014-11-30,0.10724
AAPL,2014-12-01,-0.06307241379310345
AAPL,2014-12-02,0.050203225806451604
AAPL,2014-12-03,0.04424324324324325
AAPL,2014-12-04,0.052088461538461535
AAPL,2014-12-05,0.0667294117647059
AAPL,2014-12-06,0.14990749999999997
AAPL,2014-12-07,0.21127058823529415
AAPL,2014-12-08,0.1893270833333334
AAPL,2014-12-09,0.08935555555555556
AAPL,2014-12-10,0.11157500000000005
AAPL,2014-12-11,0.14404074074074075
AAPL,2014-12-12,0.20852666666666672
AAPL,2014-12-13,0.19538000000000003
AAPL,2014-12-14,0.07276666666666667
AAPL,2014-12-15,0.17652727272727278
AAPL,2014-12-16,0.18474680851063832
AAPL,2014-12-17,0.03008245614035087
AAPL,2014-12-18,0.13932045454545458
AAPL,2014-12-19,0.25628000000000006
AAPL,2014-12-21,0.12426363636363637
AAPL,2014-12-22,0.1064
AAPL,2014-12-23,0.10128888888888887
AAPL,2014-12-24,0.2317923076923077
AAPL,2014-12-25,0.0931
AAPL,2014-12-26,0.6309374999999998
AAPL,2014-12-27,0.24101000000000009
AAPL,2014-12-28,0.24903636363636367
AAPL,2014-12-29,0.284076
AAPL,2014-12-30,0.13586818181818183
AAPL,2014-12-31,0.28275384615384624
AAPL,2015-01-01,0.24290000000000003
AAPL,2015-01-02,0.06494
AAPL,2015-01-03,0.2852857142857143
AAPL,2015-01-04,0.18980000000000002
AAPL,2015-01-05,0.07583749999999999
AAPL,2015-01-06,0.11256956521739131
AAPL,2015-01-07,0.030842553191489368
AAPL,2015-01-08,0.33745185185185195
AAPL,2015-01-09,0.07392692307692307
AAPL,2015-01-10,0.13717500000000002
AAPL,2015-01-11,0.0
AAPL,2015-01-12,0.0936
AAPL,2015-01-13,0.2666275862068965
AAPL,2015-01-14,0.09176666666666665
AAPL,2015-01-15,0.04025000000000001
AAPL,2015-01-16,-0.11729545454545452
AAPL,2015-01-17,0.2615857142857143
AAPL,2015-01-18,0.19125
AAPL,2015-01-19,0.1025875
AAPL,2015-01-20,0.05581111111111111
AAPL,2015-01-21,0.1659
AAPL,2015-01-22,0.07451999999999999
AAPL,2015-01-23,0.08863666666666667
AAPL,2015-01-24,0.2846
AAPL,2015-01-25,0.26437777777777777
AAPL,2015-01-26,0.1332142857142857
AAPL,2015-01-27,0.12992400000000004
AAPL,2015-01-28,0.18019718309859162
AAPL,2015-01-29,0.10985555555555555
AAPL,2015-01-30,0.21768076923076923
AAPL,2015-01-31,0.27810999999999997
AAPL,2015-02-01,0.22064736842105265
AAPL,2015-02-02,0.13921153846153847
AAPL,2015-02-03,0.14325454545454547
AAPL,2015-02-04,0.11587599999999998
AAPL,2015-02-05,0.05402142857142857
AAPL,2015-02-06,0.2143304347826087
AAPL,2015-02-07,0.17679999999999998
AAPL,2015-02-08,0.25382857142857146
AAPL,2015-02-09,0.3118807692307693
AAPL,2015-02-10,0.1464625
AAPL,2015-02-11,0.15126666666666666
AAPL,2015-02-12,0.2190132075471698
AAPL,2015-02-13,0.23224736842105267
AAPL,2015-02-14,0.1518793103448276
AAPL,2015-02-15,0.07278823529411765
AAPL,2015-02-16,-0.0024214285714285666
AAPL,2015-02-17,0.04284117647058824
AAPL,2015-02-18,0.2816222222222222
AAPL,2015-02-19,0.10575999999999999
AAPL,2015-02-20,0.06090555555555556
AAPL,2015-02-21,0.17235833333333336
AAPL,2015-02-22,0.17459375
AAPL,2015-02-23,0.14663695652173916
AAPL,2015-02-24,0.042834374999999994
AAPL,2015-02-25,0.07896060606060605
AAPL,2015-02-26,0.09425333333333333
AAPL,2015-02-27,0.081325
AAPL,2015-02-28,0.11881428571428573
AAPL,2015-03-01,0.0941
AAPL,2015-03-02,0.22210606060606058
AAPL,2015-03-03,0.14613846153846155
AAPL,2015-03-04,0.19410714285714287
AAPL,2015-03-05,0.08153214285714286
AAPL,2015-03-06,0.07771750000000001
AAPL,2015-03-07,0.22410833333333333
AAPL,2015-03-09,0.09081351351351355
AAPL,2015-03-10,0.010560294117647069
AAPL,2015-03-11,0.23389736842105266
AAPL,2015-03-12,0.12111304347826089
AAPL,2015-03-13,0.3631906249999999
AAPL,2015-03-14,0.11191333333333334
AAPL,2015-03-15,0.0005933333333333291
AAPL,2015-03-16,0.17592727272727274
AAPL,2015-03-17,0.04428888888888889
AAPL,2015-03-18,0.10764642857142857
AAPL,2015-03-19,0.1555911764705883
AAPL,2015-03-20,0.12281818181818181
AAPL,2015-03-21,0.15830909090909093
AAPL,2015-03-22,0.1954153846153846
AAPL,2015-03-23,0.11008235294117648
AAPL,2015-03-24,0.14473333333333332
AAPL,2015-03-25,0.17155312500000003
AAPL,2015-03-26,0.18832083333333335
AAPL,2015-03-27,0.12899375000000002
AAPL,2015-03-28,0.243564
AAPL,2015-03-29,0.27905
AAPL,2015-03-30,0.22701388888888893
AAPL,2015-03-31,0.07116969696969698
AAPL,2015-04-01,0.040484090909090886
AAPL,2015-04-02,0.01721904761904762
AAPL,2015-04-03,-0.021315000000000004
AAPL,2015-04-04,-0.05178970588235299
AAPL,2015-04-05,0.12796716417910445
AAPL,2015-04-06,0.22289750000000003
AAPL,2015-04-07,0.27733888888888897
AAPL,2015-04-08,0.11511904761904762
AAPL,2015-04-09,0.22422121212121213
AAPL,2015-04-10,0.060104651162790686
AAPL,2015-04-11,0.27284166666666665
AAPL,2015-04-12,0.19825384615384617
AAPL,2015-04-13,0.29073461538461537
AAPL,2015-04-14,0.15110555555555555
AAPL,2015-04-15,0.10885833333333332
AAPL,2015-04-16,0.09299374999999999
AAPL,2015-04-17,0.0899857142857143
AAPL,2015-04-18,0.2700461538461538
AAPL,2015-04-19,0.2731411764705883
AAPL,2015-04-20,0.17377500000000004
AAPL,2015-04-21,0.12150476190476191
AAPL,2015-04-22,0.04495
AAPL,2015-04-23,0.13253846153846152
AAPL,2015-04-24,0.12416470588235293
AAPL,2015-04-25,0.15499473684210527
AAPL,2015-04-26,0.20785000000000003
AAPL,2015-04-27,0.1473428571428571
AAPL,2015-04-28,0.1291252525252526
AAPL,2015-04-29,0.2082
AAPL,2015-04-30,0.09447096774193547
AAPL,2015-05-01,0.09777941176470585
AAPL,2015-05-02,-0.16326923076923075
AAPL,2015-05-03,0.07877916666666666
AAPL,2015-05-04,0.06101142857142855
AAPL,2015-05-05,0.11143870967741934
AAPL,2015-05-06,0.05401153846153845
AAPL,2015-05-07,0.11614418604651165
AAPL,2015-05-08,0.13104375
AAPL,2015-05-09,0.20811818181818176
AAPL,2015-05-10,-0.03505384615384615
AAPL,2015-05-11,0.12300833333333332
AAPL,2015-05-12,0.11016153846153848
AAPL,2015-05-13,0.09176363636363635
AAPL,2015-05-14,0.10308709677419356
AAPL,2015-05-15,0.04331538461538461
AAPL,2015-05-16,0.15082222222222222
AAPL,2015-05-17,0.07971739130434782
AAPL,2015-05-18,0.08925714285714284
AAPL,2015-05-19,0.08663846153846153
AAPL,2015-05-20,-0.011847058823529417
AAPL,2015-05-21,0.17735652173913044
AAPL,2015-05-22,0.19820434782608695
AAPL,2015-05-23,-0.06388666666666667
AAPL,2015-05-24,0.10064999999999999
AAPL,2015-05-25,0.08677692307692307
AAPL,2015-05-26,0.15336153846153847
AAPL,2015-05-27,0.3654666666666667
AAPL,2015-05-28,0.1308846153846154
AAPL,2015-05-29,0.12344444444444444
AAPL,2015-05-30,0.07182000000000001
AAPL,2015-05-31,-0.012443750000000002
AAPL,2015-06-01,0.06986521739130434
AAPL,2015-06-02,0.21293999999999996
AAPL,2015-06-03,0.05566666666666668
AAPL,2015-06-04,0.1169
AAPL,2015-06-06,0.029428571428571432
AAPL,2015-06-07,0.20601111111111112
AAPL,2015-06-08,0.12196944444444445
AAPL,2015-06-09,-0.001984615384615388
AAPL,2015-06-10,0.12967352941176472
AAPL,2015-06-11,0.03303666666666667
AAPL,2015-06-12,0.07054193548387097
AAPL,2015-06-13,0.08533846153846153
AAPL,2015-06-14,0.05932857142857143
AAPL,2015-06-15,0.13906521739130434
AAPL,2015-06-16,0.12471428571428571
AAPL,2015-06-17,0.07654761904761904
AAPL,2015-06-18,0.10591600000000001
AAPL,2015-06-19,0.04737931034482758
AAPL,2015-06-20,0.17115
AAPL,2015-06-21,-0.04126666666666667
AAPL,2015-06-22,0.1638
AAPL,2015-06-24,0.130625
AAPL,2015-06-25,0.011972
AAPL,2015-06-26,0.18012857142857142
AAPL,2015-06-27,0.12365
AAPL,2015-06-28,0.0746263157894737
AAPL,2015-06-29,0.17494800000000002
AAPL,2015-06-30,0.16995000000000002
AAPL,2015-07-01,0.26459565217391307
AAPL,2015-07-02,0.21040952380952374
AAPL,2015-07-03,-0.008450000000000006
AAPL,2015-07-04,0.0627
AAPL,2015-07-05,0.07271666666666668
AAPL,2015-07-06,0.19087096774193554
AAPL,2015-07-07,0.16321249999999998
AAPL,2015-07-09,0.09109999999999997
AAPL,2015-07-10,0.09180540540540541
AAPL,2015-07-11,0.07570869565217392
AAPL,2015-07-12,0.09596470588235295
AAPL,2015-07-13,0.2099258064516129
AAPL,2015-07-14,0.004052631578947378
AAPL,2015-07-15,0.178285
AAPL,2015-07-16,0.15039393939393939
AAPL,2015-07-17,0.05273714285714285
AAPL,2015-07-18,0.13130526315789473
AAPL,2015-07-19,0.06455000000000001
AAPL,2015-07-20,0.1012452380952381
AAPL,2015-07-21,0.09232170542635659
AAPL,2015-07-22,0.06615853658536584
AAPL,2015-07-23,0.08823454545454547
AAPL,2015-07-24,0.12563703703703702
AAPL,2015-07-25,0.20190952380952382
AAPL,2015-07-26,0.32251
AAPL,2015-07-27,-0.019699999999999995
AAPL,2015-07-28,0.1013
AAPL,2015-07-29,0.1490388888888889
AAPL,2015-07-30,0.24963529411764707
AAPL,2015-07-31,0.166975
AAPL,2015-08-01,-0.008011111111111111
AAPL,2015-08-02,0.19047857142857144
AAPL,2015-08-03,0.04198717948717948
AAPL,2015-08-04,-0.01730666666666667
AAPL,2015-08-05,0.13377636363636364
AAPL,2015-08-06,0.07027241379310345
AAPL,2015-08-07,0.10899615384615385
AAPL,2015-08-08,0.23870000000000008
AAPL,2015-08-09,0.10212000000000002
AAPL,2015-08-10,0.23554400000000006
AAPL,2015-08-11,0.0551909090909091
AAPL,2015-08-12,0.15260600000000002
AAPL,2015-08-13,0.05755454545454544
AAPL,2015-08-14,0.0
AAPL,2015-08-16,0.0
AAPL,2015-08-17,0.10214761904761904
AAPL,2015-08-18,0.13997777777777778
AAPL,2015-08-19,0.0673
AAPL,2015-08-20,0.10340833333333331
AAPL,2015-08-21,-0.00010789473684210214
AAPL,2015-08-22,0.028878571428571437
AAPL,2015-08-23,-0.07414285714285714
AAPL,2015-08-24,0.10894516129032257
AAPL,2015-08-25,-0.00011086956521739478
AAPL,2015-08-26,0.02617272727272727
AAPL,2015-08-27,0.07376428571428571
AAPL,2015-08-28,0.08979285714285713
AAPL,2015-08-29,-0.04826666666666667
AAPL,2015-08-30,0.10687857142857142
AAPL,2015-08-31,0.08606190476190477
AAPL,2015-09-01,0.07457441860465117
AAPL,2015-09-02,0.24625769230769234
AAPL,2015-09-03,0.2712333333333334
AAPL,2015-09-04,-0.27855185185185183
AAPL,2015-09-05,0.150525
AAPL,2015-09-06,0.28335454545454547
AAPL,2015-09-07,0.03586666666666667
AAPL,2015-09-08,0.11280697674418606
AAPL,2015-09-09,0.1357734375
AAPL,2015-09-10,0.08924590163934429
AAPL,2015-09-11,0.2840404761904762
AAPL,2015-09-12,0.1540705882352941
AAPL,2015-09-13,0.24161428571428573
AAPL,2015-09-14,0.13463589743589743
AAPL,2015-09-15,0.164075
AAPL,2015-09-16,0.22085333333333335
AAPL,2015-09-19,0.23975555555555556
AAPL,2015-09-20,0.18448333333333333
AAPL,2015-09-21,0.03333392857142858
AAPL,2015-09-22,0.006757692307692313
AAPL,2015-09-23,0.08380571428571428
AAPL,2015-09-24,0.0743
AAPL,2015-09-25,0.07651224489795919
AAPL,2015-09-26,0.11355714285714288
AAPL,2015-09-27,0.00956666666666666
AAPL,2015-09-28,0.01627222222222223
AAPL,2015-09-29,0.06731063829787234
AAPL,2015-09-30,-0.03130526315789474
AAPL,2015-10-01,0.06596333333333332
AAPL,2015-10-02,0.11716428571428572
AAPL,2015-10-03,0.13439285714285715
AAPL,2015-10-04,0.025733333333333334
AAPL,2015-10-05,-0.008963636363636352
AAPL,2015-10-06,0.31243606557377074
AAPL,2015-10-07,0.007759523809523809
AAPL,2015-10-08,-0.02299722222222223
AAPL,2015-10-09,0.11250833333333334
AAPL,2015-10-10,0.16531538461538467
AAPL,2015-10-11,0.17230869565217394
AAPL,2015-10-12,0.042543478260869565
AAPL,2015-10-13,0.12585483870967742
AAPL,2015-10-14,0.1808057692307692
AAPL,2015-10-15,0.12314571428571426
AAPL,2015-10-16,-0.0015523809523809566
AAPL,2015-10-17,0.24968333333333337
AAPL,2015-10-18,0.20826470588235302
AAPL,2015-10-19,0.005813636363636369
AAPL,2015-10-20,0.001271929824561392
AAPL,2015-10-21,0.06367407407407409
AAPL,2015-10-22,0.12660416666666668
AAPL,2015-10-23,0.24086785714285716
AAPL,2015-10-24,0.02198333333333333
AAPL,2015-10-25,0.12484545454545454
AAPL,2015-10-26,0.07232093023255813
AAPL,2015-10-27,0.05687469879518075
AAPL,2015-10-28,0.16752736842105254
AAPL,2015-10-29,0.11265116279069769
AAPL,2015-10-30,0.34316976744186045
AAPL,2015-10-31,0.19460714285714284
AAPL,2015-11-01,0.17682222222222224
AAPL,2015-11-02,0.07901904761904763
AAPL,2015-11-03,0.066284
AAPL,2015-11-04,0.117624
AAPL,2015-11-05,0.20146875000000003
AAPL,2015-11-06,0.11797272727272726
AAPL,2015-11-07,0.0035833333333333364
AAPL,2015-11-08,0.04513684210526316
AAPL,2015-11-09,0.013025
AAPL,2015-11-10,0.05965000000000001
AAPL,2015-11-11,0.13179
AAPL,2015-11-12,0.089246875
AAPL,2015-11-13,-0.0482103448275862
AAPL,2015-11-14,0.2762555555555556
AAPL,2015-11-15,0.05111666666666667
AAPL,2015-11-16,0.03812285714285715
AAPL,2015-11-17,0.22330571428571439
AAPL,2015-11-18,0.1756692307692308
AAPL,2015-11-19,0.07419827586206898
AAPL,2015-11-20,0.4282962962962964
AAPL,2015-11-21,0.0986375
AAPL,2015-11-22,0.030900000000000007
AAPL,2015-11-23,0.09363428571428573
AAPL,2015-11-24,0.06094444444444444
AAPL,2015-11-25,0.029412499999999994
AAPL,2015-11-26,0.08058181818181819
AAPL,2015-11-28,0.11674545454545453
AAPL,2015-11-29,0.1432947368421053
AAPL,2015-11-30,-0.032866666666666676
AAPL,2015-12-01,0.08351304347826086
AAPL,2015-12-02,0.042117857142857144
AAPL,2015-12-03,0.15449090909090907
AAPL,2015-12-04,0.05144848484848484
AAPL,2015-12-05,0.11336363636363635
AAPL,2015-12-06,0.2252857142857143
AAPL,2015-12-07,-0.15281428571428574
AAPL,2015-12-08,0.057762499999999994
AAPL,2015-12-09,0.056732
AAPL,2015-12-10,0.15371538461538461
AAPL,2015-12-11,0.10776060606060606
AAPL,2015-12-12,0.16997333333333334
AAPL,2015-12-13,0.09506875
