level_0,level_1,Date,Open,High,Low,Close,Adj Close,Volume,compound score
AAPL,103,2015-07-29,-0.003161,0.042156,0.045118,0.034709,-0.373535,37011700.0,0.1490388888888889
AAPL,104,2015-07-28,0.004969,0.04929,0.053798,0.042231,0.584244,33618100.0,0.1013
AAPL,105,2015-07-27,-0.013896,0.032277,0.036638,0.024143,-1.656937,44455500.0,-0.0196999999999999
AAPL,106,2015-07-24,-0.005273,0.045437,0.048941,0.033591,-0.63211,42162300.0,0.125637037037037
AAPL,107,2015-07-23,-0.000479,0.052274,0.059695,0.042768,-0.057473,50999500.0,0.0882345454545454
AAPL,108,2015-07-22,-0.042294,-0.025851,0.002179,-0.025851,-5.296409,115450600.0,0.0661585365853658
AAPL,109,2015-07-21,-0.009995,0.050269,0.050822,0.030267,-1.264275,76756400.0,0.0923217054263565
AAPL,110,2015-07-20,0.018902,0.054977,0.071087,0.052802,2.346543,58900200.0,0.1012452380952381
AAPL,111,2015-07-17,0.008637,0.048733,0.053121,0.042477,1.063102,46164700.0,0.0527371428571428
AAPL,112,2015-07-16,0.013326,0.051677,0.05851,0.048466,1.618622,36222400.0,0.1503939393939393
AAPL,113,2015-07-15,0.009633,0.045017,0.056903,0.043853,1.158898,33649200.0,0.178285
AAPL,114,2015-07-14,-0.000398,0.04726,0.050002,0.038951,-0.047898,31768100.0,0.0040526315789473
AAPL,115,2015-07-13,0.019306,0.058924,0.065106,0.05291,2.279473,41440500.0,0.2099258064516129
AAPL,116,2015-07-10,0.026734,0.060363,0.076972,0.054015,3.074409,61354500.0,0.0918054054054054
AAPL,117,2015-07-09,-0.020397,0.055006,0.056795,0.015566,-2.394401,77821600.0,0.0910999999999999
AAPL,118,2015-07-07,-0.00246,0.043191,0.045345,0.025623,-0.296906,46946800.0,0.1632124999999999
AAPL,119,2015-07-06,-0.00348,0.031716,0.042368,0.030973,-0.421402,28060400.0,0.1908709677419355
AAPL,120,2015-07-02,-0.001264,0.0427,0.044845,0.037257,-0.153251,27211000.0,0.2104095238095237
AAPL,121,2015-07-01,0.009328,0.056339,0.056672,0.048764,1.120582,30238800.0,0.264595652173913
AAPL,122,2015-06-30,0.007227,0.052822,0.057434,0.046869,0.861992,44370700.0,0.16995
AAPL,123,2015-06-29,-0.017515,0.033476,0.041796,0.025403,-2.126236,49161400.0,0.174948
AAPL,124,2015-06-26,-0.005882,0.045494,0.048115,0.035995,-0.718322,44066800.0,0.1801285714285714
AAPL,125,2015-06-25,-0.004762,0.050215,0.052986,0.039131,-0.584237,31938100.0,0.011972
AAPL,126,2015-06-24,0.008502,0.045582,0.06687,0.044842,1.034386,55280900.0,0.130625
AAPL,127,2015-06-22,0.007978,0.051442,0.056143,0.048061,0.967339,34039300.0,0.1638
AAPL,128,2015-06-19,-0.010009,0.042714,0.043613,0.032019,-1.225922,54716900.0,0.0473793103448275
AAPL,129,2015-06-18,0.004556,0.043528,0.052386,0.043446,0.555489,35407200.0,0.105916
AAPL,130,2015-06-17,-0.002351,0.045084,0.046393,0.037065,-0.287331,32918100.0,0.076547619047619
AAPL,131,2015-06-16,0.005358,0.045007,0.051753,0.039578,0.651276,31494100.0,0.1247142857142857
AAPL,132,2015-06-15,-0.001966,0.035317,0.044677,0.032115,-0.239441,43988900.0,0.1390652173913043
AAPL,133,2015-06-12,-0.011043,0.040855,0.041991,0.032085,-1.360001,36886200.0,0.0705419354838709
AAPL,134,2015-06-11,-0.00225,0.046533,0.054634,0.040862,-0.277771,35390900.0,0.0330366666666666
AAPL,135,2015-06-10,0.011458,0.048199,0.059835,0.047626,1.398339,39087300.0,0.1296735294117647
AAPL,136,2015-06-09,-0.002973,0.035115,0.04639,0.026292,-0.363953,56075400.0,-0.0019846153846153
AAPL,137,2015-06-08,-0.006607,0.046131,0.048647,0.029331,-0.814102,52674800.0,0.1219694444444444
AAPL,138,2015-06-04,-0.005841,0.039769,0.047793,0.034393,-0.72789,38450100.0,0.1169
AAPL,139,2015-06-03,0.001231,0.049726,0.051976,0.04362,0.153221,30889400.0,0.0556666666666666
AAPL,140,2015-06-02,-0.004443,0.038663,0.045062,0.034344,-0.555481,33667600.0,0.2129399999999999
AAPL,141,2015-06-01,0.001996,0.044102,0.052998,0.042259,0.249016,32112800.0,0.0698652173913043
AAPL,142,2015-05-29,-0.011383,0.039745,0.041488,0.029207,-1.43663,50884500.0,0.1234444444444444
AAPL,143,2015-05-28,-0.001969,0.042679,0.043391,0.036669,-0.249032,30733300.0,0.1308846153846154
AAPL,144,2015-05-27,0.01867,0.049902,0.065368,0.047566,2.317788,45833200.0,0.3654666666666667
AAPL,145,2015-05-26,-0.022031,0.044575,0.047017,0.017161,-2.796654,70697600.0,0.1533615384615384
AAPL,146,2015-05-22,0.008752,0.045771,0.056658,0.044182,1.10141,45596000.0,0.1982043478260869
AAPL,147,2015-05-21,0.010226,0.044183,0.056706,0.042256,1.273826,39730400.0,0.1773565217391304
AAPL,148,2015-05-20,-7.7e-05,0.04354,0.051407,0.038242,-0.009574,36454900.0,-0.0118470588235294
AAPL,149,2015-05-19,-0.000922,0.048112,0.049636,0.039691,-0.114953,44633200.0,0.0866384615384615
AAPL,150,2015-05-18,0.011028,0.04094,0.059913,0.040778,1.360032,50882900.0,0.0892571428571428
AAPL,151,2015-05-15,-0.001396,0.045074,0.048475,0.038111,-0.172394,38208000.0,0.0433153846153846
AAPL,152,2015-05-14,0.023331,0.055702,0.068463,0.053631,2.815811,45203500.0,0.1030870967741935
AAPL,153,2015-05-13,0.001112,0.046425,0.055052,0.044102,0.134087,34694200.0,0.0917636363636363
AAPL,154,2015-05-12,-0.003562,0.038151,0.048731,0.031704,-0.430977,48160000.0,0.1101615384615384
AAPL,155,2015-05-11,-0.010187,0.04222,0.043611,0.027821,-1.245118,42035800.0,0.1230083333333333
AAPL,156,2015-05-08,0.018841,0.055939,0.063774,0.051187,2.260338,55550400.0,0.13104375
AAPL,157,2015-05-07,0.006185,0.046451,0.057438,0.04016,0.73748,43940900.0,0.1161441860465116
AAPL,158,2015-05-06,-0.00628,0.054798,0.056381,0.028128,-0.753486,72141000.0,0.0540115384615384
AAPL,159,2015-05-05,-0.022533,0.043983,0.046427,0.024676,-2.765961,49271400.0,0.1114387096774193
AAPL,160,2015-05-04,-0.001939,0.052936,0.061636,0.042853,-0.238434,50988300.0,0.0610114285714285
AAPL,161,2015-05-01,0.030364,0.056422,0.090184,0.04972,3.624352,58512600.0,0.0977794117647058
AAPL,162,2015-04-30,-0.02713,0.048464,0.048464,0.015373,-3.32869,83195400.0,0.0944709677419354
AAPL,163,2015-04-29,-0.014706,0.045251,0.056735,0.030315,-1.831253,63386100.0,0.2082
AAPL,164,2015-04-28,-0.015756,0.06277,0.063402,0.024119,-1.993378,118924000.0,0.1291252525252526
AAPL,165,2015-04-27,0.018192,0.064801,0.0714,0.055465,2.26046,96954200.0,0.1473428571428571
AAPL,166,2015-04-24,0.004704,0.055094,0.056226,0.044906,0.581788,44525900.0,0.1241647058823529
AAPL,167,2015-04-23,0.008164,0.045855,0.063136,0.044551,1.001457,45770900.0,0.1325384615384615
AAPL,168,2015-04-22,0.013474,0.049124,0.064656,0.043589,1.630951,37654500.0,0.04495
AAPL,169,2015-04-21,-0.005407,0.052572,0.053394,0.040822,-0.658089,32435100.0,0.1215047619047619
AAPL,170,2015-04-20,0.022846,0.055355,0.076787,0.051993,2.718262,47054300.0,0.173775
AAPL,171,2015-04-17,-0.011255,0.043311,0.048214,0.034254,-1.354363,51957000.0,0.0899857142857143
AAPL,172,2015-04-16,-0.004811,0.044329,0.05111,0.042923,-0.581802,28369000.0,0.0929937499999999
AAPL,173,2015-04-15,0.0038,0.049377,0.055354,0.046056,0.457802,28970400.0,0.1088583333333333
AAPL,174,2015-04-14,-0.004336,0.049703,0.0521,0.040694,-0.524575,25524600.0,0.1511055555555555
AAPL,175,2015-04-13,-0.001967,0.05894,0.06059,0.044421,-0.238441,36365100.0,0.2907346153846153
AAPL,176,2015-04-10,0.004267,0.04341,0.053848,0.037694,0.515045,40188000.0,0.0601046511627906
AAPL,177,2015-04-09,0.007643,0.05055,0.056644,0.040617,0.915619,32484000.0,0.2242212121212121
AAPL,178,2015-04-08,-0.003254,0.047132,0.051708,0.03981,-0.39106,37329200.0,0.1151190476190476
AAPL,179,2015-04-07,-0.010522,0.050851,0.054803,0.037185,-1.278038,35012300.0,0.2773388888888889
AAPL,180,2015-04-06,0.016198,0.041352,0.066786,0.040181,1.936157,37194000.0,0.2228975
AAPL,181,2015-04-02,0.008612,0.055045,0.059518,0.047957,1.020539,32220100.0,0.0172190476190476
AAPL,182,2015-04-01,-0.001447,0.05175,0.054278,0.037257,-0.171669,40621400.0,0.0404840909090908
AAPL,183,2015-03-31,-0.015352,0.04614,0.049459,0.031787,-1.850342,42090600.0,0.0711696969696969
AAPL,184,2015-03-30,0.025314,0.055269,0.07526,0.054844,2.975784,47099700.0,0.2270138888888889
AAPL,185,2015-03-27,-0.007968,0.051248,0.052345,0.03724,-0.944244,39546200.0,0.12899375
AAPL,186,2015-03-26,0.00697,0.043195,0.06121,0.041835,0.820251,47572900.0,0.1883208333333333
AAPL,187,2015-03-25,-0.026127,0.047222,0.049539,0.021071,-3.156997,51655200.0,0.171553125
AAPL,188,2015-03-24,-0.004088,0.048628,0.055304,0.043106,-0.495957,32842300.0,0.1447333333333333
AAPL,189,2015-03-23,0.010405,0.058623,0.064703,0.053627,1.249436,37709700.0,0.1100823529411764
AAPL,190,2015-03-20,-0.012549,0.054631,0.055864,0.029221,-1.52604,68695100.0,0.1228181818181818
AAPL,191,2015-03-19,-0.00755,0.050749,0.054829,0.039731,-0.925155,45809500.0,0.1555911764705883
AAPL,192,2015-03-18,0.011256,0.048134,0.06596,0.042934,1.363907,65270900.0,0.1076464285714285
AAPL,193,2015-03-17,0.016727,0.056435,0.06835,0.054337,1.993393,51023100.0,0.0442888888888888
AAPL,194,2015-03-16,0.011004,0.050924,0.060001,0.042356,1.297134,35874300.0,0.1759272727272727
AAPL,195,2015-03-13,-0.00691,0.048042,0.056467,0.032709,-0.820236,51827300.0,0.3631906249999999
AAPL,196,2015-03-12,0.018079,0.049064,0.071279,0.043232,2.107841,48362700.0,0.1211130434782608
AAPL,197,2015-03-11,-0.018232,0.050485,0.050653,0.028254,-2.165085,68939000.0,0.2338973684210526
AAPL,198,2015-03-10,-0.020686,0.042444,0.049123,0.02092,-2.50843,68856600.0,0.010560294117647
AAPL,199,2015-03-09,0.004265,0.059727,0.07306,0.03571,0.515045,88528500.0,0.0908135135135135
AAPL,200,2015-03-06,0.001503,0.064969,0.073014,0.047219,0.181198,72842100.0,0.0777175
AAPL,201,2015-03-05,-0.016571,0.04879,0.050177,0.025788,-2.031524,56517100.0,0.0815321428571428
AAPL,202,2015-03-04,-0.006339,0.046356,0.050085,0.040034,-0.782105,31666300.0,0.1941071428571428
AAPL,203,2015-03-03,0.002092,0.047408,0.051956,0.040342,0.257523,37816300.0,0.1461384615384615
AAPL,204,2015-03-02,0.004904,0.054911,0.063318,0.047158,0.60086,48096700.0,0.2221060606060605
AAPL,205,2015-02-27,-0.015028,0.045087,0.04967,0.030938,-1.869385,62014800.0,0.081325
AAPL,206,2015-02-26,0.012656,0.048463,0.065396,0.030716,1.554642,91287500.0,0.0942533333333333
AAPL,207,2015-02-25,-0.025573,0.043625,0.043942,0.016574,-3.223755,74711700.0,0.078960606060606
AAPL,208,2015-02-24,-0.006241,0.047991,0.053194,0.034037,-0.791626,69228100.0,0.0428343749999999
AAPL,209,2015-02-23,0.027027,0.052674,0.0768,0.049759,3.338196,70974100.0,0.1466369565217391
AAPL,210,2015-02-20,0.008175,0.049851,0.057034,0.045199,1.001488,48948400.0,0.0609055555555555
AAPL,211,2015-02-19,-0.002098,0.046509,0.050989,0.045287,-0.257538,37362400.0,0.1057599999999999
AAPL,212,2015-02-18,0.006963,0.046823,0.056256,0.045347,0.848885,44891700.0,0.2816222222222222
AAPL,213,2015-02-17,0.005902,0.051846,0.063314,0.047143,0.715316,63152400.0,0.0428411764705882
AAPL,214,2015-02-13,0.004903,0.055262,0.055262,0.041748,0.591339,54272200.0,0.2322473684210526
AAPL,215,2015-02-12,0.012652,0.058371,0.070293,0.054257,1.506981,74474500.0,0.2190132075471698
AAPL,216,2015-02-11,0.023439,0.054908,0.073382,0.052588,2.727799,73561800.0,0.1512666666666666
AAPL,217,2015-02-10,0.019212,0.052405,0.069745,0.052317,2.193687,62008500.0,0.1464625
AAPL,218,2015-02-09,0.006643,0.045114,0.056486,0.044056,0.753487,38889800.0,0.3118807692307693
AAPL,219,2015-02-06,-0.008421,0.049163,0.051173,0.035439,-0.963326,43706600.0,0.2143304347826087
AAPL,220,2015-02-05,0.007137,0.056651,0.0585,0.049872,0.810708,42246200.0,0.0540214285714285
AAPL,221,2015-02-04,0.00767,0.051271,0.069103,0.049585,0.86454,70149700.0,0.1158759999999999
AAPL,222,2015-02-03,0.000169,0.051448,0.056683,0.043551,0.018997,51915700.0,0.1432545454545454
AAPL,223,2015-02-02,0.012547,0.060598,0.07066,0.042898,1.396538,62739100.0,0.1392115384615384
AAPL,224,2015-01-30,-0.014634,0.048175,0.062339,0.034453,-1.653061,83745500.0,0.2176807692307692
AAPL,225,2015-01-29,0.031134,0.061821,0.08802,0.054884,3.410606,84436400.0,0.1098555555555555
AAPL,226,2015-01-28,0.056533,0.134483,0.139209,0.112108,5.861672,146477100.0,0.1801971830985916
AAPL,227,2015-01-27,-0.035013,0.046273,0.046831,0.014723,-3.762108,95568700.0,0.129924
AAPL,228,2015-01-26,0.001062,0.059682,0.065458,0.050924,0.11399,55615000.0,0.1332142857142857
AAPL,229,2015-01-23,0.00516,0.051665,0.065244,0.044454,0.551026,46464800.0,0.0886366666666666
AAPL,230,2015-01-22,0.026015,0.059423,0.080658,0.054235,2.707573,53796400.0,0.0745199999999999
AAPL,231,2015-01-21,0.007634,0.054828,0.075257,0.048245,0.788528,48575900.0,0.1659
AAPL,232,2015-01-20,0.025757,0.070974,0.082196,0.057666,2.593575,49899900.0,0.0558111111111111
AAPL,233,2015-01-16,-0.00777,0.054671,0.060091,0.036638,-0.788521,78513300.0,-0.1172954545454545
AAPL,234,2015-01-15,-0.02714,0.054519,0.055094,0.0225,-2.831085,60014000.0,0.04025
AAPL,235,2015-01-14,-0.003811,0.041332,0.05518,0.036175,-0.39901,48337000.0,0.0917666666666666
AAPL,236,2015-01-13,0.008879,0.073605,0.086805,0.049326,0.921524,67091900.0,0.2666275862068965
AAPL,237,2015-01-12,-0.024641,0.058146,0.058428,0.022436,-2.622078,49650800.0,0.0936
AAPL,238,2015-01-09,0.001073,0.059939,0.065396,0.036797,0.114021,53699500.0,0.073926923076923
AAPL,239,2015-01-08,0.038422,0.067059,0.095585,0.061882,3.933091,59364500.0,0.3374518518518519
AAPL,240,2015-01-07,0.014022,0.061913,0.071819,0.05696,1.41555,40105900.0,0.0308425531914893
AAPL,241,2015-01-06,9.4e-05,0.055474,0.064291,0.036552,0.009498,65797100.0,0.1125695652173913
AAPL,242,2015-01-05,-0.028172,0.042589,0.046055,0.014861,-2.926078,64285500.0,0.0758374999999999
AAPL,243,2015-01-02,-0.009513,0.062233,0.06271,0.023707,-0.997521,53204600.0,0.06494
AAPL,244,2014-12-31,-0.019019,0.055408,0.058308,0.030992,-2.03305,41403400.0,0.2827538461538462
AAPL,245,2014-12-30,-0.012203,0.050106,0.052694,0.035968,-1.320557,29881500.0,0.1358681818181818
AAPL,246,2014-12-29,-0.000702,0.050755,0.059804,0.049924,-0.075996,27598900.0,0.284076
AAPL,247,2014-12-26,0.017677,0.053447,0.076189,0.052601,1.881042,33721000.0,0.6309374999999998
AAPL,248,2014-12-24,-0.004709,0.052976,0.054191,0.047644,-0.503517,14479600.0,0.2317923076923077
AAPL,249,2014-12-23,-0.003542,0.055304,0.056236,0.048128,-0.379997,26028400.0,0.1012888888888888
AAPL,250,2014-12-22,0.010378,0.05618,0.068704,0.054391,1.102035,45167500.0,0.1064
AAPL,251,2014-12-19,-0.007723,0.048957,0.058114,0.043351,-0.82653,88429800.0,0.25628
AAPL,252,2014-12-18,0.029613,0.076268,0.083773,0.064627,3.078087,59006200.0,0.1393204545454545
AAPL,253,2014-12-17,0.024918,0.05625,0.08307,0.053292,2.527076,53411800.0,0.0300824561403508
AAPL,254,2014-12-16,-0.013675,0.034512,0.071372,0.033442,-1.406051,60790700.0,0.1847468085106383
AAPL,255,2014-12-15,-0.01367,0.061906,0.07054,0.020178,-1.425041,67218100.0,0.1765272727272727
